BIAF01,BIAF02,BIAF03,BIAF04,BIAF05,BIAF06,BIAF07,BIAF08,BIAF09,BIAF10_01,BIAF10_02,BIAF10_03,BIAF10_04,NIVEL_ACTIVIDAD_FISICA
4,240.0,8,,7,240.0,240,,1.0,2.0,2.0,1.0,1.0,1.0
8,,8,,8,,600,8.0,,,,,,3.0
3,180.0,8,,2,40.0,120,,6.0,2.0,2.0,1.0,1.0,2.0
8,,7,840.0,8,,360,,2.0,2.0,2.0,2.0,1.0,1.0
8,,8,,1,30.0,600,,9.0,2.0,2.0,1.0,2.0,3.0
8,,8,,8,,540,8.0,,,,,,3.0
8,,7,600.0,7,630.0,120,,2.0,1.0,2.0,1.0,2.0,1.0
8,,8,,7,420.0,240,,6.0,1.0,1.0,1.0,2.0,2.0
8,,8,,7,180.0,120,,2.0,2.0,1.0,1.0,2.0,3.0
8,,8,,5,150.0,240,,2.0,1.0,2.0,1.0,2.0,2.0
8,,8,,2,40.0,600,,2.0,1.0,2.0,1.0,1.0,3.0
8,,8,,3,180.0,90,,3.0,2.0,2.0,2.0,2.0,3.0
8,,3,180.0,7,1260.0,120,,2.0,1.0,1.0,1.0,1.0,1.0
8,,8,,7,840.0,360,,2.0,1.0,2.0,1.0,1.0,2.0
8,,5,120.0,7,210.0,360,,2.0,2.0,2.0,1.0,2.0,2.0
8,,8,,8,,60,9.0,,,,,,3.0
7,210.0,8,,3,90.0,60,,2.0,1.0,2.0,1.0,1.0,1.0
8,,3,180.0,2,80.0,300,,2.0,2.0,2.0,1.0,2.0,2.0
7,420.0,3,180.0,7,1260.0,120,,2.0,1.0,1.0,1.0,1.0,1.0
8,,8,,8,,319,1.0,,,,,,3.0
8,,8,,1,30.0,60,,2.0,2.0,1.0,1.0,2.0,3.0
8,,8,,8,,120,9.0,,,,,,3.0
8,,8,,7,420.0,120,,2.0,2.0,2.0,1.0,1.0,2.0
8,,8,,8,,120,1.0,,,,,,3.0
8,,8,,7,420.0,180,,2.0,1.0,2.0,1.0,1.0,2.0
8,,8,,3,180.0,480,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,240,1.0,,,,,,3.0
4,160.0,4,320.0,7,240.0,480,,1.0,1.0,2.0,1.0,1.0,1.0
3,450.0,8,,8,,390,,1.0,2.0,2.0,1.0,1.0,1.0
8,,8,,3,180.0,180,,1.0,2.0,2.0,1.0,1.0,3.0
2,180.0,8,,8,,660,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,2,80.0,9999,,2.0,2.0,1.0,2.0,1.0,3.0
8,,2,240.0,6,2880.0,240,,2.0,2.0,1.0,1.0,1.0,1.0
8,,8,,7,1200.0,120,,6.0,1.0,2.0,1.0,2.0,1.0
2,120.0,1,90.0,8,,9999,,1.0,2.0,2.0,2.0,1.0,3.0
3,480.0,8,,1,60.0,120,,10.0,2.0,2.0,2.0,1.0,1.0
3,180.0,8,,8,,300,,2.0,2.0,2.0,2.0,1.0,2.0
8,,3,180.0,1,60.0,360,,2.0,1.0,2.0,1.0,2.0,3.0
8,,8,,8,,360,3.0,,,,,,3.0
8,,8,,8,,480,5.0,,,,,,3.0
2,120.0,8,,8,,60,,10.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,600,5.0,,,,,,3.0
7,420.0,8,,7,210.0,120,,1.0,2.0,2.0,1.0,1.0,1.0
1,120.0,8,,8,,240,,2.0,2.0,1.0,1.0,1.0,3.0
8,,7,1260.0,4,120.0,60,,1.0,1.0,1.0,1.0,1.0,1.0
8,,8,,7,420.0,540,,2.0,1.0,1.0,1.0,2.0,2.0
8,,8,,8,,30,1.0,,,,,,3.0
8,,8,,1,60.0,240,,2.0,1.0,2.0,1.0,2.0,3.0
8,,8,,8,,360,9.0,,,,,,3.0
8,,8,,7,840.0,9999,,6.0,2.0,2.0,2.0,1.0,2.0
8,,5,300.0,2,180.0,60,,2.0,2.0,2.0,1.0,1.0,2.0
8,,8,,5,2400.0,60,,2.0,2.0,1.0,2.0,2.0,2.0
8,,8,,7,120.0,360,,2.0,2.0,1.0,1.0,1.0,3.0
8,,8,,8,,480,1.0,,,,,,3.0
8,,2,120.0,8,,120,,2.0,2.0,2.0,2.0,1.0,3.0
1,90.0,1,60.0,5,150.0,360,,9.0,2.0,2.0,1.0,1.0,2.0
8,,8,,8,,480,8.0,,,,,,3.0
2,240.0,8,,7,1500.0,180,,2.0,1.0,1.0,1.0,1.0,1.0
8,,8,,8,,240,5.0,,,,,,3.0
8,,3,180.0,7,420.0,480,,2.0,1.0,1.0,2.0,2.0,2.0
8,,8,,1,30.0,780,,6.0,2.0,2.0,1.0,2.0,3.0
5,900.0,5,300.0,5,600.0,360,,2.0,1.0,1.0,1.0,2.0,1.0
8,,1,180.0,8,,120,,9.0,2.0,2.0,2.0,1.0,3.0
8,,8,,7,420.0,90,,2.0,2.0,1.0,1.0,2.0,2.0
8,,8,,8,,9999,10.0,,,,,,3.0
2,240.0,5,300.0,7,9999.0,300,,2.0,2.0,2.0,1.0,1.0,
8,,2,180.0,3,180.0,300,,1.0,2.0,2.0,2.0,1.0,2.0
8,,3,360.0,7,600.0,300,,1.0,1.0,1.0,1.0,2.0,1.0
6,1440.0,7,1260.0,8,,60,,1.0,1.0,2.0,1.0,1.0,1.0
8,,8,,7,840.0,420,,1.0,2.0,2.0,2.0,2.0,2.0
8,,8,,8,,840,5.0,,,,,,3.0
8,,2,120.0,8,,600,,1.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,300,1.0,,,,,,3.0
3,1080.0,3,360.0,4,80.0,60,,2.0,2.0,1.0,1.0,1.0,1.0
3,270.0,8,,5,300.0,240,,1.0,2.0,2.0,1.0,1.0,1.0
8,,3,180.0,2,60.0,360,,2.0,2.0,2.0,2.0,1.0,2.0
8,,8,,8,,360,5.0,,,,,,3.0
2,120.0,2,120.0,7,210.0,360,,1.0,2.0,1.0,2.0,1.0,2.0
8,,8,,1,120.0,120,,2.0,1.0,1.0,1.0,2.0,3.0
8,,8,,1,10.0,300,,2.0,2.0,2.0,1.0,2.0,3.0
8,,8,,1,60.0,300,,9.0,2.0,1.0,2.0,2.0,3.0
2,120.0,8,,2,120.0,600,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,3,180.0,180,,10.0,1.0,2.0,1.0,2.0,3.0
8,,8,,3,180.0,120,,2.0,2.0,2.0,2.0,1.0,3.0
8,,7,420.0,3,180.0,240,,6.0,2.0,2.0,2.0,1.0,2.0
8,,8,,3,180.0,480,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,600,2.0,,,,,,3.0
8,,8,,7,120.0,180,,10.0,2.0,2.0,1.0,2.0,3.0
2,120.0,2,120.0,5,9999.0,240,,2.0,1.0,2.0,1.0,1.0,
8,,6,360.0,2,120.0,120,,2.0,1.0,1.0,1.0,1.0,2.0
8,,8,,3,45.0,180,,3.0,1.0,2.0,1.0,2.0,3.0
8,,8,,3,180.0,300,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,180,1.0,,,,,,3.0
8,,8,,2,60.0,240,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,120,5.0,,,,,,3.0
8,,8,,7,240.0,300,,2.0,2.0,1.0,1.0,2.0,2.0
8,,8,,5,60.0,120,,2.0,2.0,1.0,2.0,2.0,3.0
2,120.0,8,,8,,9999,,2.0,2.0,2.0,2.0,2.0,3.0
8,,8,,3,180.0,360,,2.0,2.0,2.0,2.0,1.0,3.0
1,60.0,8,,3,180.0,480,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,420,1.0,,,,,,3.0
8,,8,,7,540.0,420,,6.0,2.0,2.0,1.0,2.0,2.0
3,180.0,8,,5,300.0,360,,2.0,1.0,2.0,2.0,1.0,2.0
8,,8,,8,,240,1.0,,,,,,3.0
8,,8,,5,150.0,480,,6.0,1.0,2.0,2.0,1.0,2.0
8,,8,,5,300.0,60,,2.0,2.0,1.0,2.0,2.0,2.0
8,,8,,5,300.0,300,,6.0,1.0,2.0,1.0,2.0,2.0
8,,4,45.0,5,300.0,90,,2.0,1.0,1.0,1.0,1.0,2.0
8,,8,,2,240.0,60,,2.0,2.0,2.0,1.0,1.0,3.0
8,,8,,8,,9999,1.0,,,,,,3.0
8,,8,,8,,60,1.0,,,,,,3.0
8,,8,,2,60.0,180,,2.0,1.0,1.0,1.0,2.0,3.0
5,300.0,8,,8,,600,,6.0,2.0,1.0,2.0,1.0,1.0
8,,8,,8,,480,5.0,,,,,,3.0
8,,8,,3,120.0,360,,6.0,1.0,2.0,2.0,1.0,3.0
8,,8,,8,,120,5.0,,,,,,3.0
8,,8,,2,120.0,600,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,3,180.0,360,,2.0,2.0,2.0,2.0,1.0,3.0
2,120.0,8,,8,,180,,2.0,2.0,2.0,2.0,1.0,3.0
4,240.0,8,,8,,180,,2.0,2.0,2.0,1.0,1.0,1.0
8,,3,120.0,5,150.0,180,,10.0,2.0,2.0,1.0,1.0,2.0
8,,8,,7,130.0,360,,9.0,1.0,2.0,1.0,1.0,3.0
8,,2,120.0,7,840.0,420,,2.0,1.0,2.0,1.0,1.0,1.0
8,,8,,8,,120,1.0,,,,,,3.0
8,,8,,7,1380.0,120,,2.0,1.0,1.0,1.0,2.0,1.0
8,,8,,5,300.0,180,,2.0,2.0,2.0,1.0,2.0,2.0
8,,8,,7,420.0,120,,1.0,2.0,2.0,2.0,1.0,2.0
8,,8,,8,,240,1.0,,,,,,3.0
8,,8,,8,,720,9.0,,,,,,3.0
8,,8,,8,,240,1.0,,,,,,3.0
8,,8,,5,300.0,240,,2.0,2.0,2.0,1.0,2.0,2.0
2,120.0,8,,2,120.0,120,,2.0,2.0,2.0,2.0,1.0,3.0
8,,1,90.0,8,,60,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,600,9.0,,,,,,3.0
2,120.0,8,,5,150.0,90,,2.0,2.0,2.0,1.0,1.0,2.0
8,,8,,1,15.0,300,,9.0,2.0,2.0,1.0,2.0,3.0
3,180.0,8,,7,420.0,480,,1.0,2.0,2.0,1.0,1.0,2.0
8,,1,120.0,5,300.0,180,,2.0,1.0,1.0,1.0,1.0,2.0
8,,8,,8,,540,5.0,,,,,,3.0
8,,8,,8,,9999,1.0,,,,,,3.0
8,,8,,8,,180,5.0,,,,,,3.0
8,,8,,5,180.0,180,,3.0,2.0,1.0,1.0,2.0,2.0
8,,2,180.0,2,180.0,180,,3.0,1.0,2.0,1.0,1.0,3.0
8,,8,,8,,180,5.0,,,,,,3.0
8,,8,,8,,240,9.0,,,,,,3.0
8,,7,420.0,3,180.0,240,,2.0,1.0,2.0,1.0,2.0,2.0
8,,8,,8,,360,5.0,,,,,,3.0
8,,8,,3,110.0,300,,2.0,2.0,2.0,2.0,1.0,3.0
8,,3,90.0,8,,60,,2.0,2.0,2.0,2.0,1.0,3.0
8,,2,120.0,8,,300,,2.0,2.0,2.0,2.0,1.0,3.0
3,300.0,8,,5,150.0,180,,1.0,1.0,2.0,1.0,1.0,1.0
8,,8,,7,1260.0,180,,1.0,2.0,2.0,1.0,2.0,1.0
8,,2,120.0,8,,480,,1.0,2.0,2.0,1.0,1.0,3.0
2,120.0,8,,4,240.0,240,,3.0,1.0,1.0,1.0,1.0,2.0
1,60.0,2,120.0,7,300.0,120,,2.0,1.0,1.0,1.0,1.0,2.0
8,,8,,3,270.0,240,,10.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,180,1.0,,,,,,3.0
8,,8,,3,180.0,240,,1.0,1.0,1.0,1.0,1.0,3.0
8,,8,,3,60.0,720,,2.0,2.0,2.0,1.0,2.0,3.0
8,,8,,5,300.0,480,,2.0,2.0,2.0,1.0,2.0,2.0
4,240.0,5,300.0,7,420.0,180,,1.0,1.0,2.0,1.0,1.0,1.0
8,,8,,3,180.0,120,,2.0,1.0,1.0,2.0,1.0,3.0
8,,8,,8,,540,1.0,,,,,,3.0
8,,8,,8,,300,5.0,,,,,,3.0
8,,3,180.0,4,240.0,180,,2.0,1.0,2.0,1.0,1.0,2.0
8,,8,,8,,60,1.0,,,,,,3.0
8,,7,120.0,7,120.0,180,,2.0,2.0,1.0,1.0,1.0,2.0
8,,3,180.0,2,180.0,480,,2.0,2.0,2.0,2.0,2.0,2.0
8,,2,90.0,2,90.0,480,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,7,840.0,180,,10.0,1.0,2.0,1.0,1.0,2.0
8,,8,,7,140.0,240,,3.0,1.0,2.0,2.0,2.0,3.0
8,,2,120.0,8,,330,,8.0,1.0,2.0,2.0,1.0,3.0
8,,8,,8,,9999,1.0,,,,,,3.0
8,,8,,3,180.0,360,,2.0,2.0,2.0,1.0,2.0,3.0
8,,8,,7,210.0,360,,6.0,1.0,1.0,1.0,2.0,2.0
8,,8,,3,360.0,360,,6.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,9999,1.0,,,,,,3.0
8,,8,,5,150.0,480,,9.0,2.0,2.0,2.0,1.0,2.0
3,60.0,2,20.0,7,180.0,240,,2.0,1.0,1.0,1.0,1.0,2.0
8,,8,,3,360.0,360,,2.0,2.0,2.0,1.0,1.0,3.0
6,240.0,8,,8,,240,,2.0,2.0,1.0,2.0,1.0,1.0
8,,3,180.0,3,180.0,420,,10.0,2.0,2.0,1.0,1.0,2.0
8,,8,,3,90.0,120,,10.0,2.0,2.0,2.0,1.0,3.0
8,,2,240.0,4,1200.0,60,,1.0,2.0,2.0,1.0,1.0,2.0
8,,6,360.0,6,360.0,120,,2.0,2.0,2.0,1.0,2.0,2.0
8,,8,,2,60.0,120,,2.0,1.0,2.0,2.0,2.0,3.0
8,,7,420.0,7,420.0,240,,1.0,1.0,2.0,1.0,1.0,1.0
3,180.0,8,,8,,180,,2.0,2.0,2.0,2.0,1.0,2.0
8,,8,,7,420.0,120,,2.0,1.0,2.0,1.0,2.0,2.0
8,,8,,1,40.0,90,,6.0,1.0,2.0,1.0,2.0,3.0
2,60.0,8,,7,300.0,480,,2.0,2.0,2.0,2.0,1.0,2.0
7,420.0,7,9999.0,6,360.0,120,,2.0,2.0,1.0,1.0,2.0,
3,180.0,8,,5,1200.0,9999,,1.0,1.0,1.0,2.0,1.0,1.0
8,,8,,8,,240,9.0,,,,,,3.0
8,,8,,8,,180,1.0,,,,,,3.0
8,,8,,7,70.0,720,,6.0,1.0,2.0,2.0,2.0,3.0
8,,8,,8,,360,5.0,,,,,,3.0
3,180.0,3,180.0,8,,120,,1.0,1.0,1.0,2.0,1.0,2.0
3,330.0,8,,5,710.0,300,,2.0,2.0,2.0,2.0,1.0,1.0
8,,8,,8,,30,1.0,,,,,,3.0
5,600.0,5,300.0,8,,300,,1.0,2.0,2.0,2.0,1.0,1.0
8,,2,120.0,3,240.0,240,,1.0,2.0,2.0,1.0,1.0,2.0
8,,8,,8,,300,5.0,,,,,,3.0
8,,8,,8,,240,1.0,,,,,,3.0
1,120.0,2,120.0,8,,360,,1.0,2.0,2.0,2.0,1.0,3.0
8,,2,120.0,7,840.0,300,,1.0,1.0,2.0,1.0,1.0,1.0
8,,8,,5,300.0,300,,2.0,2.0,2.0,1.0,2.0,2.0
8,,8,,8,,120,1.0,,,,,,3.0
4,240.0,8,,8,,420,,2.0,2.0,2.0,2.0,1.0,1.0
2,180.0,8,,7,420.0,180,,2.0,2.0,2.0,2.0,1.0,2.0
8,,3,180.0,8,,300,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,3,180.0,60,,2.0,1.0,2.0,1.0,2.0,3.0
8,,8,,7,420.0,300,,3.0,1.0,1.0,1.0,2.0,2.0
8,,8,,7,140.0,180,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,360,1.0,,,,,,3.0
8,,8,,3,180.0,120,,10.0,2.0,2.0,1.0,1.0,3.0
8,,8,,7,840.0,300,,2.0,2.0,1.0,1.0,2.0,2.0
8,,8,,1,120.0,480,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,5,300.0,420,,2.0,2.0,1.0,2.0,2.0,2.0
8,,1,120.0,8,,360,,2.0,2.0,1.0,1.0,1.0,3.0
8,,1,120.0,6,180.0,600,,2.0,2.0,1.0,1.0,1.0,2.0
8,,8,,5,300.0,30,,2.0,2.0,1.0,1.0,1.0,2.0
8,,2,240.0,7,840.0,60,,1.0,2.0,2.0,1.0,1.0,1.0
8,,8,,8,,360,1.0,,,,,,3.0
8,,8,,7,420.0,480,,2.0,1.0,2.0,1.0,2.0,2.0
8,,8,,2,120.0,120,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,240,5.0,,,,,,3.0
8,,8,,4,240.0,480,,5.0,2.0,2.0,1.0,2.0,3.0
8,,8,,4,120.0,240,,2.0,1.0,2.0,1.0,2.0,3.0
8,,8,,5,300.0,60,,2.0,1.0,1.0,2.0,1.0,2.0
8,,2,240.0,8,,300,,2.0,2.0,2.0,2.0,1.0,3.0
3,180.0,5,225.0,7,240.0,300,,1.0,2.0,1.0,1.0,1.0,1.0
8,,8,,7,420.0,600,,9.0,2.0,1.0,1.0,2.0,2.0
8,,8,,2,60.0,120,,1.0,1.0,1.0,1.0,1.0,3.0
8,,8,,8,,360,1.0,,,,,,3.0
8,,8,,8,,120,1.0,,,,,,3.0
2,120.0,8,,5,60.0,240,,2.0,2.0,2.0,1.0,1.0,2.0
8,,8,,7,4200.0,60,,2.0,1.0,1.0,2.0,2.0,1.0
7,1260.0,3,720.0,7,420.0,420,,3.0,1.0,1.0,1.0,1.0,1.0
8,,8,,1,60.0,180,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,600,1.0,,,,,,3.0
3,180.0,8,,7,150.0,360,,1.0,2.0,2.0,2.0,1.0,2.0
8,,8,,6,1800.0,360,,2.0,2.0,1.0,2.0,1.0,2.0
8,,8,,8,,720,1.0,,,,,,3.0
8,,8,,8,,480,5.0,,,,,,3.0
8,,8,,8,,480,1.0,,,,,,3.0
8,,7,210.0,4,60.0,300,,11.0,2.0,2.0,1.0,1.0,2.0
8,,1,120.0,6,1080.0,240,,2.0,1.0,1.0,1.0,1.0,1.0
8,,8,,7,90.0,450,,10.0,2.0,1.0,1.0,2.0,3.0
8,,8,,5,210.0,780,,2.0,2.0,1.0,1.0,2.0,2.0
8,,8,,1,20.0,120,,6.0,2.0,2.0,1.0,2.0,3.0
8,,3,180.0,3,210.0,240,,1.0,2.0,2.0,1.0,1.0,2.0
5,180.0,8,,7,420.0,480,,2.0,2.0,2.0,1.0,1.0,2.0
8,,8,,8,,1380,5.0,,,,,,3.0
8,,8,,8,,360,1.0,,,,,,3.0
8,,2,120.0,5,120.0,360,,10.0,2.0,1.0,1.0,1.0,2.0
8,,8,,8,,660,2.0,,,,,,3.0
8,,8,,7,420.0,180,,6.0,1.0,2.0,1.0,2.0,2.0
5,480.0,8,,8,,120,,1.0,2.0,2.0,2.0,1.0,1.0
8,,8,,7,140.0,360,,6.0,2.0,2.0,1.0,2.0,3.0
8,,8,,8,,240,1.0,,,,,,3.0
5,300.0,8,,8,,270,,10.0,2.0,2.0,2.0,1.0,1.0
8,,8,,7,360.0,240,,2.0,1.0,1.0,2.0,2.0,2.0
8,,8,,8,,300,8.0,,,,,,3.0
8,,8,,8,,420,5.0,,,,,,3.0
8,,3,120.0,8,,240,,9.0,2.0,2.0,1.0,2.0,3.0
8,,8,,8,,180,5.0,,,,,,3.0
7,840.0,1,75.0,7,420.0,150,,2.0,2.0,1.0,1.0,1.0,1.0
8,,8,,5,540.0,300,,2.0,2.0,1.0,2.0,2.0,2.0
8,,7,840.0,8,,240,,2.0,1.0,1.0,1.0,2.0,1.0
2,105.0,2,60.0,5,60.0,480,,2.0,2.0,1.0,1.0,1.0,2.0
8,,8,,3,180.0,480,,1.0,1.0,1.0,1.0,2.0,3.0
8,,8,,7,600.0,105,,2.0,1.0,2.0,2.0,2.0,2.0
8,,8,,1,30.0,60,,2.0,1.0,1.0,2.0,2.0,3.0
8,,8,,8,,360,1.0,,,,,,3.0
8,,8,,2,120.0,180,,9.0,1.0,2.0,1.0,2.0,3.0
3,180.0,8,,8,,480,,2.0,2.0,2.0,1.0,1.0,2.0
8,,7,80.0,3,300.0,180,,2.0,2.0,1.0,1.0,2.0,2.0
8,,3,180.0,7,420.0,180,,1.0,2.0,2.0,2.0,1.0,2.0
2,60.0,7,420.0,8,,300,,2.0,1.0,2.0,1.0,1.0,2.0
8,,8,,4,40.0,240,,2.0,2.0,1.0,1.0,2.0,3.0
8,,8,,8,,240,9.0,,,,,,3.0
3,180.0,8,,2,180.0,180,,2.0,2.0,1.0,1.0,1.0,2.0
8,,8,,7,420.0,300,,11.0,1.0,2.0,2.0,1.0,2.0
8,,8,,7,210.0,180,,6.0,2.0,2.0,1.0,1.0,2.0
8,,8,,5,300.0,240,,2.0,2.0,2.0,1.0,1.0,2.0
8,,8,,8,,180,1.0,,,,,,3.0
8,,8,,5,100.0,480,,2.0,2.0,2.0,1.0,2.0,3.0
8,,8,,7,70.0,240,,2.0,1.0,1.0,2.0,1.0,3.0
8,,8,,8,,240,9.0,,,,,,3.0
8,,8,,7,75.0,120,,6.0,2.0,1.0,2.0,2.0,3.0
8,,8,,8,,240,1.0,,,,,,3.0
8,,8,,8,,120,5.0,,,,,,3.0
3,180.0,8,,5,60.0,300,,2.0,1.0,1.0,1.0,1.0,2.0
8,,6,360.0,6,360.0,180,,8.0,2.0,2.0,1.0,1.0,2.0
8,,8,,8,,240,5.0,,,,,,3.0
8,,8,,8,,180,1.0,,,,,,3.0
8,,8,,4,120.0,300,,6.0,1.0,2.0,1.0,2.0,3.0
8,,8,,8,,300,5.0,,,,,,3.0
8,,8,,8,,180,1.0,,,,,,3.0
3,90.0,8,,4,40.0,180,,2.0,2.0,2.0,2.0,1.0,2.0
8,,8,,6,180.0,135,,1.0,2.0,2.0,2.0,1.0,2.0
8,,8,,8,,120,1.0,,,,,,3.0
8,,3,360.0,5,50.0,600,,1.0,2.0,1.0,2.0,1.0,2.0
8,,8,,8,,960,5.0,,,,,,3.0
7,600.0,1,120.0,8,,150,,1.0,2.0,2.0,2.0,1.0,1.0
8,,8,,8,,480,8.0,,,,,,3.0
3,180.0,8,,8,,120,,2.0,1.0,2.0,2.0,2.0,2.0
8,,5,100.0,5,450.0,300,,2.0,2.0,1.0,1.0,1.0,2.0
8,,8,,1,60.0,300,,10.0,2.0,2.0,2.0,1.0,3.0
8,,8,,3,270.0,480,,10.0,2.0,1.0,2.0,1.0,3.0
8,,8,,4,240.0,60,,5.0,1.0,2.0,1.0,2.0,3.0
8,,8,,4,480.0,180,,2.0,2.0,1.0,2.0,2.0,3.0
8,,7,840.0,7,840.0,180,,2.0,2.0,2.0,1.0,2.0,1.0
3,180.0,8,,8,,300,,1.0,2.0,2.0,2.0,1.0,2.0
8,,3,300.0,7,4200.0,180,,2.0,2.0,2.0,1.0,1.0,1.0
8,,8,,7,1080.0,240,,2.0,1.0,1.0,1.0,2.0,1.0
8,,3,180.0,8,,120,,6.0,1.0,2.0,1.0,2.0,3.0
8,,8,,8,,360,1.0,,,,,,3.0
8,,8,,8,,180,1.0,,,,,,3.0
8,,8,,7,840.0,240,,10.0,1.0,2.0,1.0,2.0,2.0
2,480.0,8,,7,1680.0,120,,3.0,2.0,2.0,1.0,1.0,1.0
8,,8,,8,,180,1.0,,,,,,3.0
8,,8,,7,70.0,240,,2.0,1.0,2.0,1.0,1.0,3.0
8,,1,120.0,5,900.0,420,,2.0,2.0,1.0,1.0,1.0,2.0
8,,8,,8,,600,5.0,,,,,,3.0
8,,2,240.0,7,420.0,180,,2.0,1.0,1.0,1.0,1.0,2.0
8,,3,240.0,7,720.0,240,,2.0,1.0,2.0,1.0,2.0,1.0
8,,8,,6,60.0,240,,2.0,1.0,2.0,1.0,1.0,3.0
8,,5,600.0,3,90.0,300,,2.0,2.0,1.0,1.0,2.0,2.0
8,,8,,6,1080.0,180,,1.0,2.0,2.0,1.0,2.0,2.0
8,,8,,7,210.0,300,,6.0,1.0,2.0,1.0,2.0,2.0
8,,8,,5,600.0,120,,10.0,1.0,1.0,1.0,2.0,2.0
8,,6,60.0,8,,180,,10.0,2.0,2.0,1.0,1.0,3.0
8,,8,,3,180.0,290,,10.0,2.0,2.0,1.0,2.0,3.0
8,,2,240.0,6,180.0,360,,6.0,1.0,2.0,2.0,1.0,2.0
5,420.0,8,,8,,360,,1.0,2.0,2.0,2.0,1.0,1.0
8,,8,,3,75.0,9999,,2.0,1.0,2.0,2.0,1.0,3.0
8,,8,,3,105.0,180,,5.0,1.0,2.0,1.0,2.0,3.0
8,,8,,8,,30,8.0,,,,,,3.0
8,,8,,3,90.0,120,,6.0,2.0,2.0,1.0,2.0,3.0
8,,8,,8,,120,1.0,,,,,,3.0
8,,8,,8,,360,1.0,,,,,,3.0
8,,8,,7,210.0,60,,2.0,2.0,1.0,1.0,2.0,2.0
8,,8,,3,60.0,720,,10.0,2.0,2.0,1.0,2.0,3.0
3,360.0,7,5040.0,7,420.0,120,,2.0,2.0,1.0,1.0,1.0,1.0
8,,8,,7,2940.0,180,,2.0,1.0,2.0,1.0,2.0,1.0
8,,1,60.0,8,,120,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,3,30.0,60,,9.0,2.0,1.0,2.0,2.0,3.0
2,120.0,8,,2,60.0,480,,2.0,2.0,2.0,1.0,1.0,3.0
8,,8,,3,75.0,120,,10.0,2.0,1.0,2.0,2.0,3.0
8,,8,,8,,180,5.0,,,,,,3.0
8,,3,180.0,7,240.0,120,,1.0,2.0,2.0,1.0,1.0,2.0
8,,2,120.0,8,,180,,2.0,2.0,2.0,2.0,1.0,3.0
8,,2,70.0,5,250.0,420,,2.0,1.0,1.0,1.0,2.0,2.0
8,,8,,8,,240,5.0,,,,,,3.0
7,120.0,2,120.0,2,120.0,120,,2.0,2.0,2.0,2.0,1.0,2.0
8,,1,120.0,5,300.0,420,,1.0,1.0,2.0,1.0,1.0,2.0
8,,8,,3,240.0,9999,,6.0,1.0,2.0,1.0,2.0,3.0
8,,8,,3,60.0,9999,,10.0,2.0,2.0,1.0,2.0,3.0
8,,3,180.0,6,1800.0,120,,6.0,1.0,1.0,1.0,2.0,1.0
8,,3,180.0,8,,600,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,7,420.0,120,,2.0,1.0,2.0,2.0,1.0,2.0
8,,8,,8,,205,1.0,,,,,,3.0
8,,8,,8,,360,1.0,,,,,,3.0
8,,8,,8,,360,5.0,,,,,,3.0
2,60.0,2,20.0,8,,300,,9.0,2.0,2.0,2.0,1.0,3.0
8,,8,,2,120.0,240,,3.0,1.0,1.0,1.0,2.0,3.0
8,,8,,8,,180,9.0,,,,,,3.0
8,,4,360.0,7,240.0,300,,2.0,2.0,1.0,1.0,1.0,2.0
8,,8,,1,120.0,720,,2.0,2.0,2.0,1.0,1.0,3.0
8,,8,,2,60.0,540,,2.0,2.0,2.0,1.0,2.0,3.0
8,,8,,5,360.0,120,,9.0,2.0,1.0,1.0,2.0,2.0
8,,8,,8,,180,1.0,,,,,,3.0
3,270.0,8,,3,120.0,480,,2.0,2.0,2.0,1.0,1.0,1.0
8,,8,,7,420.0,300,,6.0,1.0,1.0,1.0,1.0,2.0
8,,3,180.0,3,180.0,180,,2.0,2.0,2.0,2.0,1.0,2.0
8,,8,,8,,9999,9.0,,,,,,3.0
8,,8,,8,,480,5.0,,,,,,3.0
8,,8,,5,900.0,180,,9.0,2.0,2.0,2.0,1.0,2.0
8,,8,,8,,420,8.0,,,,,,3.0
8,,3,270.0,2,60.0,300,,2.0,2.0,1.0,2.0,1.0,2.0
8,,8,,2,70.0,150,,2.0,2.0,2.0,1.0,2.0,3.0
